customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,call_drop_rate,data_usage_gb,throughput_Mbps,total_complaints,resolved_complaints,unresolved_complaints,Churn_Label,tenure_group
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,0.0124777183600713,10.329990234375,24.2,12,3.0,9.0,1,13–24
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,0.011574074074074075,8.79068359375,20.109166666666667,5,2.0,3.0,0,61+
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,0.03472222222222222,11.20095703125,32.214999999999996,8,2.0,6.0,0,0–12
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,0.035515873015873015,8.06576171875,32.012499999999996,5,1.0,4.0,0,25–48
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,0.014930555555555556,6.67888671875,26.355,16,4.0,12.0,0,0–12
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,0.03377100840336134,7.7209375,22.566666666666666,12,3.0,9.0,0,0–12
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,0.010338345864661654,7.9788183593749995,29.525833333333335,13,7.0,6.0,0,61+
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,0.038169156551509494,10.02525390625,23.584166666666665,14,4.0,10.0,1,0–12
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,0.05714555052790347,10.416923828125,28.429166666666664,6,1.0,5.0,0,25–48
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,0.03819444444444444,8.691552734375,21.391666666666666,14,2.0,12.0,1,25–48
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,0.029166666666666664,8.57876953125,26.926666666666666,12,2.0,10.0,1,0–12
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,0.019675925925925927,9.601767578125,36.19166666666667,20,4.0,16.0,0,0–12
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,0.02573529411764706,10.076484375,33.565000000000005,12,4.0,8.0,0,61+
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,No,0.022321428571428572,10.044892578125,25.745,7,0.0,7.0,0,13–24
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,0.03784722222222222,8.417880859375,29.495833333333334,17,3.0,14.0,0,61+
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,0.013888888888888888,7.613144531250001,32.84583333333333,18,4.0,14.0,0,13–24
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,0.01984126984126984,9.09916015625,20.638333333333332,6,2.0,4.0,0,49–60
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No,0.012499999999999999,11.483017578125,23.632499999999997,14,6.0,8.0,0,0–12
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,0.028174603174603175,11.35763671875,28.940833333333334,17,3.0,14.0,1,0–12
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,0.0,11.60775390625,34.17166666666667,20,5.0,15.0,0,49–60
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,0.02215099715099715,9.75783203125,22.225833333333338,9,3.0,6.0,0,61+
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,0.023999183006535946,9.021806640625,27.30333333333333,11,2.0,9.0,0,25–48
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,0.021164021164021163,9.780546874999999,25.02916666666667,8,0.0,8.0,1,13–24
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,0.024685110211425998,9.76451171875,21.621666666666666,18,3.0,15.0,0,25–48
7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,0.03931804671936251,9.42513671875,29.752499999999998,7,0.0,7.0,1,0–12
4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,0.01011904761904762,7.956787109375,22.4325,20,3.0,17.0,0,49–60
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,0.01011904761904762,9.077626953125,22.171666666666667,15,5.0,10.0,1,13–24
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,No,0.02280092592592593,9.047568359375,27.491666666666664,9,3.0,6.0,0,61+
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No,0.022243107769423554,9.83810546875,26.833333333333332,7,0.0,7.0,0,61+
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,No,0.048702485380116955,8.90255859375,23.656666666666666,6,2.0,4.0,0,25–48
5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,No,0.02440911306042885,7.2016796875,24.11583333333333,14,6.0,8.0,0,61+
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,0.009259259259259259,8.20130859375,21.790833333333335,12,0.0,12.0,0,25–48
1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,0.023420479302832243,8.252080078125001,27.266666666666666,6,3.0,3.0,0,49–60
0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,No,0.05730379871246744,9.77998046875,24.310000000000002,18,3.0,15.0,0,61+
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,0.019704592363261095,8.50603515625,24.013333333333335,20,2.0,18.0,0,13–24
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,0.01949404761904762,11.414345703124999,32.288333333333334,15,2.0,13.0,1,0–12
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,0.04132680185311764,6.865966796875,31.694166666666664,10,4.0,6.0,0,0–12
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,0.01011904761904762,10.93564453125,33.54666666666667,16,2.0,14.0,0,25–48
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,0.028356481481481483,5.990361328125,25.1675,5,1.0,4.0,0,25–48
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,0.031123737373737373,9.147783203125,28.91416666666667,20,7.0,13.0,0,49–60
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,0.046052631578947366,10.099580078125001,26.985833333333332,9,2.0,7.0,0,0–12
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,0.06225633528265107,7.769052734375,24.5475,11,4.0,7.0,0,0–12
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,No,0.032679738562091505,10.337314453125,27.675,14,2.0,12.0,0,49–60
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,No,0.039081477732793524,8.05697265625,28.484166666666667,20,3.0,17.0,0,61+
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,0.04050925925925925,8.24873046875,33.285833333333336,16,5.0,11.0,0,61+
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,0.021568627450980395,7.277705078125,35.0625,8,3.0,5.0,0,0–12
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,0.05912698412698413,8.818828125,29.139166666666668,19,7.0,12.0,0,49–60
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,0.014814814814814814,9.641591796875,26.09166666666667,13,3.0,10.0,0,25–48
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No,0.0398478835978836,11.144316406249999,25.450833333333335,20,5.0,15.0,0,0–12
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,0.04668803418803419,9.695712890625,28.28333333333333,20,2.0,18.0,0,25–48
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,No,0.0043859649122807015,10.930205078125,24.714166666666667,11,2.0,9.0,0,25–48
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,0.015240306648975377,9.14595703125,37.235,14,1.0,13.0,1,0–12
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No,0.016666666666666666,10.486240234375,33.16916666666666,5,2.0,3.0,0,0–12
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,0.010416666666666666,9.493076171875,25.287499999999998,6,1.0,5.0,1,0–12
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,0.027020202020202017,8.782734375,29.144166666666667,5,3.0,2.0,0,25–48
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,No,0.01827485380116959,8.67427734375,28.094166666666666,8,4.0,4.0,0,49–60
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No,0.042460317460317455,8.875634765625,29.459999999999997,17,5.0,12.0,0,0–12
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,0.037698412698412696,7.22396484375,22.5475,17,4.0,13.0,0,25–48
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,No,0.03961640211640211,9.387265625,29.97583333333333,5,1.0,4.0,0,25–48
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No,0.0716880341880342,9.0803515625,28.540833333333335,16,8.0,8.0,0,25–48
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,0.0374777183600713,6.5553613281250005,24.19333333333333,8,3.0,5.0,0,25–48
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,0.033369408369408375,7.6756640625,29.272499999999997,17,5.0,12.0,0,25–48
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,0.02242841581076875,9.54357421875,27.22,7,3.0,4.0,0,0–12
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,0.04675925925925926,8.469404296875,22.903333333333332,16,5.0,11.0,0,61+
6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,No,0.029613095238095234,10.39703125,26.200833333333332,7,2.0,5.0,0,61+
9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,No,0.022622053872053873,5.429296875,29.758333333333336,10,0.0,10.0,0,61+
8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,0.028409090909090908,11.50548828125,30.97,19,8.0,11.0,1,0–12
9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No,0.05698896011396012,8.509970703125,24.99416666666667,20,4.0,16.0,0,61+
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes,0.024404761904761905,9.109931640625,26.4475,13,4.0,9.0,1,0–12
3212-KXOCR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,No,0.017984330484330485,7.945439453125,24.049166666666668,11,1.0,10.0,0,49–60
4598-XLKNJ,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,0.030311890838206627,10.367705078125,27.049166666666668,6,4.0,2.0,1,25–48
6380-ARCEH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0.011574074074074075,10.6421484375,27.956666666666667,6,2.0,4.0,0,0–12
3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No,0.014743589743589745,8.405205078125,27.46666666666667,17,2.0,15.0,0,0–12
7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,0.01278409090909091,11.020498046875,22.897499999999997,9,3.0,6.0,0,25–48
5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,0.040086722488038275,7.39115234375,20.633333333333333,20,5.0,15.0,0,61+
3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,0.02433422199289072,7.053955078125,34.288333333333334,5,1.0,4.0,1,61+
6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,0.02546296296296296,8.52888671875,21.751666666666665,15,2.0,13.0,0,0–12
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,0.014814814814814814,10.985390625,26.644166666666667,16,5.0,11.0,0,61+
9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,0.029095441595441595,10.02619140625,22.445833333333336,12,4.0,8.0,0,25–48
8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,0.03898809523809524,11.429208984375,33.751666666666665,10,4.0,6.0,0,25–48
2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,0.030062217194570136,9.5344140625,27.69,17,4.0,13.0,0,61+
0486-HECZI,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,0.06176739926739927,10.789521484375,29.161666666666665,17,7.0,10.0,1,49–60
4549-ZDQYY,Female,0,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,0.021592442645074223,12.779541015625,25.635,16,7.0,9.0,0,49–60
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,0.037999037999038,9.563359375000001,25.499166666666667,9,1.0,8.0,0,25–48
